,score
1756,-5.0
1757,-10.0
1758,-7.5
1759,-5.0
1760,0.0
1761,7.5
1762,-2.5
1763,5.0
1764,-3.0
1765,0.0
1766,-5.0
1767,10.0
1768,10.0
1769,-5.0
1770,-9.0
1771,1.0
1772,10.0
1773,-2.5
1774,10.0
1775,10.0
1776,-3.0
1777,1.6666666666666667
1778,-5.0
1779,10.0
1780,7.5
1781,-2.5
1782,5.0
1783,-5.0
1784,-1.6666666666666667
1785,-7.0
1786,5.0
1787,10.0
1788,-2.5
1789,10.0
1790,10.0
1791,-7.0
1792,-5.0
1793,0.0
1794,-2.5
1795,-2.5
1796,-5.0
1797,10.0
1798,7.5
1799,1.0
1800,0.0
1801,6.666666666666665
1802,10.0
1803,1.0
1804,10.0
1805,-9.0
1806,-7.5
1807,1.0
1808,-11.0
1809,-5.0
1810,10.0
1811,-9.0
1812,10.0
1813,-7.5
1814,5.0
1815,10.0
1816,-1.0
1817,-7.0
1818,10.0
1819,-11.0
1820,-5.0
1821,-5.0
1822,6.666666666666667
1823,5.0
1824,3.333333333333333
1825,1.0
1826,5.0
1827,-1.6666666666666667
1828,-5.0
1829,-5.0
1830,-5.0
1831,10.0
1832,-5.0
1833,-5.0
1834,5.0
1835,10.0
1836,0.0
1837,-10.0
1838,1.0
1839,10.0
1840,-5.0
1841,10.0
1842,-3.0
1843,-5.0
1844,-9.0
1845,10.0
1846,-9.0
1847,10.0
1848,-1.6666666666666667
1849,10.0
1850,0.0
1851,-7.0
1852,-1.6666666666666667
1853,10.0
1854,-4.440892098500626e-16
1855,3.333333333333333
1856,-8.333333333333334
1857,-8.333333333333334
1858,3.3333333333333313
1859,10.0
1860,-1.6666666666666667
1861,-5.0
1862,-8.333333333333334
1863,10.0
1864,0.0
1865,0.0
1866,-7.5
1867,-2.0
1868,-3.0
1869,-4.0
1870,-9.0
1871,10.0
1872,-5.0
1873,10.0
1874,-2.5
1875,10.0
1876,10.0
1877,10.0
1878,-7.5
1879,10.0
1880,-5.0
1881,-9.0
1882,-7.0
1883,-5.0
1884,-7.5
1885,-7.5
1886,0.0
1887,10.0
1888,-1.6666666666666667
1889,10.0
1890,10.0
1891,-1.0
1892,-7.5
1893,10.0
1894,-5.0
1895,0.0
1896,-1.6666666666666667
1897,-11.666666666666666
1898,0.0
1899,5.0
1900,-10.0
1901,-7.0
1902,-14.999999999999998
1903,-3.333333333333334
1904,-5.0
1905,-9.0
1906,-9.0
1907,-5.0
1908,2.5
1909,10.0
1910,-5.0
1911,-2.5
1912,10.0
1913,10.0
1914,2.0
1915,-5.0
1916,10.0
1917,1.6666666666666667
1918,-5.0
1919,0.0
1920,-2.5
1921,10.0
1922,-3.0
1923,-10.0
1924,10.0
1925,3.333333333333333
1926,-8.333333333333334
1927,-5.0
1928,3.333333333333333
1929,-1.6666666666666667
1930,10.0
1931,3.333333333333332
1932,-5.0
1933,-7.0
1934,10.0
1935,5.0
1936,10.0
1937,10.0
1938,-13.0
1939,-7.0
1940,1.0
1941,0.0
1942,10.0
1943,-5.0
1944,-7.0
1945,10.0
1946,7.5
1947,-10.0
1948,-1.0
1949,10.0
1950,3.333333333333333
1951,1.6666666666666667
1952,10.0
1953,10.0
1954,-1.6666666666666667
1955,10.0
1956,10.0
1957,-5.0
1958,-5.0
1959,1.6666666666666667
1960,-5.0
1961,6.666666666666667
1962,-7.0
1963,0.0
1964,-5.0
1965,-5.0
1966,-5.0
1967,10.0
1968,-5.0
1969,5.0
1970,10.0
1971,0.0
1972,-5.0
1973,5.0
1974,5.0
1975,1.6666666666666667
1976,-1.6666666666666667
1977,-2.5
1978,-7.0
1979,0.0
1980,-5.0
1981,-1.6666666666666667
1982,5.0
1983,-13.0
1984,0.0
1985,5.0
1986,10.0
1987,5.0
1988,10.0
1989,10.0
1990,-5.0
1991,-1.6666666666666667
1992,10.0
1993,-9.0
1994,10.0
1995,-5.0
1996,1.6666666666666667
1997,0.0
1998,-9.0
1999,-5.0
2000,-2.5
2001,-5.0
2002,-7.0
2003,-7.5
2004,-8.333333333333334
2005,-5.0
2006,-5.0
2007,-1.6666666666666667
2008,-7.5
2009,-5.0
2010,-1.6666666666666667
2011,5.0
2012,-9.0
2013,3.333333333333333
2014,10.0
2015,1.6666666666666667
2016,-7.0
2017,-10.0
2018,10.0
2019,-10.0
2020,3.333333333333333
2021,0.0
2022,-5.0
2023,6.666666666666665
2024,10.0
2025,10.0
2026,-5.0
2027,-9.0
2028,10.0
2029,0.0
2030,10.0
2031,-10.0
2032,10.0
2033,0.0
2034,1.0
2035,10.0
2036,-5.0
2037,-1.6666666666666667
2038,0.0
2039,-3.0
2040,-9.0
2041,0.0
2042,-5.0
2043,10.0
2044,10.0
2045,-2.5
2046,0.0
2047,10.0
2048,6.666666666666667
2049,2.5
2050,-7.0
2051,0.0
2052,10.0
2053,10.0
2054,8.0
2055,0.0
2056,-5.0
2057,5.0
2058,-3.0
2059,10.0
2060,-7.0
2061,10.0
2062,10.0
2063,-2.5
2064,-7.5
2065,-5.0
2066,-4.440892098500626e-16
2067,-3.0
2068,10.0
2069,10.0
2070,0.0
2071,10.0
2072,-5.0
2073,10.0
2074,0.0
2075,-7.0
2076,-5.0
2077,-3.0
2078,-5.0
2079,0.0
2080,1.6666666666666667
2081,3.333333333333333
2082,1.6666666666666667
2083,1.0
2084,6.666666666666667
2085,10.0
2086,2.5
2087,-5.0
2088,-3.0
2089,10.0
2090,-3.0
2091,10.0
2092,5.0
2093,1.6666666666666667
2094,1.6666666666666667
2095,10.0
2096,10.0
2097,5.0
2098,10.0
2099,10.0
2100,0.0
2101,5.0
2102,10.0
2103,10.0
2104,0.0
2105,10.0
2106,-3.0
2107,10.0
2108,5.0
2109,1.0
2110,-9.0
2111,-8.333333333333334
2112,-5.0
2113,-2.5
2114,-3.0
2115,0.0
2116,10.0
2117,10.0
2118,10.0
2119,2.5
2120,0.0
2121,10.0
2122,10.0
2123,2.5
2124,-7.5
2125,-5.0
2126,10.0
2127,-3.0
2128,10.0
2129,4.0
2130,10.0
2131,3.0
2132,7.5
2133,10.0
2134,-9.0
2135,10.0
2136,-5.0
2137,6.666666666666665
2138,10.0
2139,-1.6666666666666667
2140,0.0
2141,10.0
2142,-7.5
2143,1.6666666666666667
2144,1.6666666666666667
2145,-7.0
2146,-1.6666666666666667
2147,5.0
2148,-2.5
2149,5.0
2150,-3.0
2151,-3.0
2152,-5.0
2153,-1.6666666666666667
2154,-5.0
2155,-1.6666666666666667
2156,-2.5
2157,-10.0
2158,6.666666666666667
2159,-1.6666666666666667
2160,5.0
2161,0.0
2162,6.666666666666667
2163,-2.5
2164,-5.0
2165,10.0
2166,10.0
2167,5.0
2168,10.0
2169,10.0
2170,10.0
2171,6.0
2172,-5.0
2173,-5.0
2174,10.0
2175,-1.6666666666666667
2176,10.0
2177,10.0
2178,10.0
2179,-1.6666666666666667
2180,-5.0
2181,-1.0
2182,-1.0
2183,10.0
2184,-1.6666666666666667
2185,-5.0
2186,-1.6666666666666667
2187,10.0
2188,-1.0
2189,-5.0
2190,10.0
2191,-5.0
2192,3.333333333333333
2193,3.333333333333333
2194,5.0
2195,-1.0
2196,-2.5
2197,-5.0
2198,10.0
2199,-5.0
2200,-2.0
2201,10.0
2202,-10.0
2203,-8.333333333333334
2204,4.0
2205,10.0
2206,10.0
2207,10.0
2208,0.0
2209,-7.0
2210,-11.666666666666666
2211,-1.6666666666666667
2212,-8.333333333333334
2213,7.5
2214,-9.0
2215,5.0
2216,-1.6666666666666667
2217,6.666666666666667
2218,6.666666666666665
2219,-5.0
2220,10.0
2221,10.0
2222,-3.0
2223,6.666666666666667
2224,-3.0
2225,-7.5
2226,7.5
2227,-5.0
2228,8.0
2229,6.666666666666667
2230,6.666666666666665
2231,10.0
2232,10.0
2233,0.0
2234,-10.0
2235,3.333333333333333
2236,0.0
2237,-1.0
2238,-2.5
2239,0.0
2240,10.0
2241,-5.0
2242,3.333333333333333
2243,-1.6666666666666667
2244,-5.0
2245,10.0
2246,7.5
2247,6.0
2248,0.0
2249,-7.0
2250,5.0
2251,-1.0
2252,-5.0
2253,10.0
2254,1.6666666666666667
2255,2.5
2256,10.0
2257,10.0
2258,-13.0
2259,-5.0
2260,10.0
2261,-7.0
2262,-3.0
2263,1.0
2264,-5.0
2265,10.0
2266,-5.0
2267,1.6666666666666667
2268,-5.0
2269,-5.0
2270,10.0
2271,10.0
2272,10.0
2273,0.0
2274,10.0
2275,-3.0
2276,-1.0
2277,-1.6666666666666667
2278,-5.0
2279,10.0
2280,0.0
2281,0.0
2282,-1.0
2283,3.333333333333333
2284,10.0
2285,-2.5
2286,5.0
2287,10.0
2288,-3.0
2289,5.0
2290,1.6666666666666667
2291,10.0
2292,10.0
2293,6.666666666666667
2294,-5.0
2295,10.0
2296,10.0
2297,-2.5
2298,10.0
2299,10.0
2300,5.0
2301,5.0
2302,-5.0
2303,8.0
2304,-3.0
2305,6.666666666666667
2306,6.666666666666667
2307,10.0
2308,10.0
2309,-1.6666666666666667
2310,5.0
2311,-1.0
2312,6.666666666666667
2313,10.0
2314,7.5
2315,10.0
2316,10.0
2317,-2.5
2318,-5.0
2319,2.5
2320,10.0
2321,10.0
2322,0.0
2323,-7.0
2324,5.0
2325,-5.0
2326,-5.0
2327,-3.0
2328,-5.0
2329,10.0
2330,-5.0
2331,-3.0
2332,-2.5
2333,1.6666666666666667
2334,-2.0
2335,-5.0
2336,1.0
2337,10.0
2338,1.6666666666666667
2339,10.0
2340,10.0
2341,10.0
2342,-3.0
2343,0.0
2344,0.0
2345,1.6666666666666667
2346,1.6666666666666667
2347,1.0
2348,1.6666666666666667
2349,10.0
2350,5.0
2351,10.0
2352,-5.0
2353,-5.0
2354,-5.0
2355,-5.0
2356,8.0
2357,6.666666666666667
2358,0.0
2359,0.0
2360,5.0
2361,10.0
2362,10.0
2363,0.0
2364,2.5
2365,10.0
2366,-7.0
2367,0.0
2368,-1.6666666666666667
2369,-7.0
2370,-11.0
2371,-5.0
2372,-7.0
2373,-1.6666666666666667
2374,10.0
2375,-5.0
2376,10.0
2377,7.5
2378,-4.440892098500626e-16
2379,1.6666666666666667
2380,-1.0
2381,10.0
2382,2.5
2383,0.0
2384,-1.6666666666666667
2385,0.0
2386,0.0
2387,-1.0
2388,0.0
2389,10.0
2390,6.666666666666667
2391,10.0
2392,10.0
2393,10.0
2394,-7.5
2395,0.0
2396,10.0
2397,0.0
2398,10.0
2399,-1.0
2400,-9.0
2401,-7.0
2402,10.0
2403,-1.6666666666666667
2404,10.0
2405,-5.0
2406,10.0
2407,0.0
2408,-5.0
2409,5.0
2410,-13.0
2411,-9.0
2412,0.0
2413,-2.5
2414,0.0
2415,10.0
2416,10.0
2417,10.0
2418,10.0
2419,10.0
2420,10.0
2421,10.0
2422,5.0
2423,5.0
2424,10.0
2425,10.0
2426,0.0
2427,10.0
2428,-2.5
2429,-3.0
2430,10.0
2431,-9.0
2432,10.0
2433,-1.6666666666666667
2434,10.0
2435,10.0
2436,8.0
2437,-1.6666666666666667
2438,-5.0
2439,5.0
2440,-3.0
2441,-3.0
2442,5.0
2443,-1.0
2444,10.0
2445,0.0
2446,-5.0
2447,-2.5
2448,0.0
2449,10.0
2450,-5.0
2451,5.0
2452,10.0
2453,-2.5
2454,5.0
2455,-1.6666666666666667
2456,-11.0
2457,10.0
2458,10.0
2459,10.0
2460,0.0
2461,0.0
2462,10.0
2463,10.0
2464,-7.0
2465,-2.5
2466,0.0
2467,10.0
2468,-5.0
2469,10.0
2470,10.0
2471,10.0
2472,10.0
2473,-5.0
2474,10.0
2475,10.0
2476,-7.0
2477,-1.0
2478,-3.0
2479,-5.0
2480,3.333333333333333
2481,5.0
2482,0.0
2483,10.0
2484,-5.0
2485,-5.0
2486,-2.5
2487,-10.0
2488,10.0
2489,-1.0
2490,10.0
2491,-1.6666666666666667
2492,10.0
2493,10.0
2494,-5.0
2495,10.0
2496,-3.0
2497,-2.5
2498,-5.0
2499,-12.5
2500,3.333333333333333
2501,10.0
2502,5.0
2503,10.0
2504,0.0
2505,10.0
2506,1.6666666666666667
2507,10.0
2508,10.0
2509,2.5
2510,-10.0
2511,-5.0
2512,-5.0
2513,5.0
2514,10.0
2515,0.0
2516,-1.0
2517,-5.0
2518,10.0
2519,3.0
2520,-2.5
2521,10.0
2522,3.0
2523,10.0
2524,10.0
2525,2.5
2526,2.5
2527,-3.0
2528,10.0
2529,10.0
2530,10.0
2531,10.0
2532,0.0
2533,-5.0
2534,-5.0
2535,-5.0
2536,-1.6666666666666667
2537,10.0
2538,-1.6666666666666667
2539,0.0
2540,10.0
2541,8.0
2542,6.666666666666667
2543,4.0
2544,-2.5
2545,1.6666666666666667
2546,1.0
2547,-3.0
2548,-5.0
2549,10.0
2550,0.0
2551,10.0
2552,0.0
2553,10.0
2554,-2.5
2555,10.0
2556,-1.6666666666666667
2557,1.0
2558,10.0
2559,0.0
2560,-14.999999999999998
2561,10.0
2562,10.0
2563,3.333333333333333
2564,5.0
2565,-7.5
2566,0.0
2567,10.0
2568,6.666666666666667
2569,-7.5
2570,10.0
2571,-8.333333333333334
2572,10.0
2573,-3.0
2574,-3.0
2575,7.5
2576,10.0
2577,-3.0
2578,-5.0
2579,10.0
2580,10.0
2581,-5.0
2582,10.0
2583,4.0
2584,-11.0
2585,0.0
2586,10.0
2587,10.0
2588,-7.0
2589,-7.5
2590,8.0
2591,0.0
2592,10.0
2593,-5.0
2594,10.0
2595,2.5
2596,0.0
2597,5.0
2598,0.0
2599,-1.0
2600,-7.5
2601,10.0
2602,-5.0
2603,10.0
2604,0.0
2605,10.0
2606,-1.6666666666666667
2607,5.0
2608,-15.0
2609,10.0
2610,-1.6666666666666667
2611,0.0
2612,0.0
2613,3.333333333333333
2614,-5.0
2615,10.0
2616,3.333333333333333
2617,0.0
2618,10.0
2619,0.0
2620,-7.0
2621,-1.0
2622,-9.0
2623,0.0
2624,-5.0
2625,0.0
2626,10.0
2627,1.6666666666666667
2628,7.5
2629,-3.0
2630,-5.0
2631,-3.0
2632,10.0
2633,10.0
2634,10.0
2635,-10.0
2636,1.6666666666666667
2637,-9.0
2638,10.0
2639,10.0
2640,10.0
2641,10.0
2642,-1.0
2643,5.0
2644,-1.0
2645,10.0
2646,10.0
2647,10.0
2648,0.0
2649,0.0
2650,6.0
2651,-5.0
2652,5.0
2653,-8.333333333333334
2654,-3.0
2655,-5.0
2656,3.333333333333333
2657,-2.5
2658,10.0
2659,10.0
2660,10.0
2661,10.0
2662,-3.0
2663,5.0
2664,-7.5
2665,2.5
2666,0.0
2667,-1.6666666666666667
2668,10.0
2669,10.0
2670,0.0
2671,1.0
2672,-5.0
2673,-1.0
2674,-7.0
2675,-2.5
2676,10.0
2677,10.0
2678,10.0
2679,10.0
2680,-5.0
2681,1.6666666666666667
2682,5.0
2683,10.0
2684,10.0
2685,10.0
2686,10.0
2687,10.0
2688,0.0
2689,5.0
2690,-1.0
2691,10.0
2692,1.0
2693,-3.0
2694,10.0
2695,-1.6666666666666667
2696,-5.0
2697,10.0
2698,4.0
2699,10.0
2700,6.666666666666667
2701,10.0
2702,-5.0
2703,10.0
2704,-5.0
2705,-4.440892098500626e-16
2706,-5.0
2707,1.6666666666666667
2708,0.0
2709,10.0
2710,7.5
2711,-3.0
2712,-5.0
2713,-2.5
2714,5.0
2715,3.333333333333333
2716,0.0
2717,0.0
2718,10.0
2719,10.0
2720,10.0
2721,0.0
2722,10.0
2723,6.666666666666667
2724,0.0
2725,10.0
2726,-3.0
2727,-5.0
2728,3.3333333333333313
2729,-2.5
2730,-3.0
2731,0.0
2732,0.0
2733,10.0
2734,-1.0
2735,0.0
2736,5.0
2737,10.0
2738,0.0
2739,10.0
2740,0.0
2741,-5.0
2742,-5.0
2743,1.6666666666666667
2744,10.0
2745,10.0
2746,-3.0
2747,-1.6666666666666667
2748,10.0
2749,10.0
2750,10.0
2751,7.5
2752,10.0
2753,1.6666666666666667
2754,5.0
2755,10.0
2756,-3.0
2757,-2.5
2758,-1.6666666666666667
2759,10.0
2760,10.0
2761,-3.0
2762,-7.5
2763,-3.0
2764,-5.0
2765,6.666666666666667
2766,10.0
2767,-1.6666666666666667
2768,5.0
2769,10.0
2770,10.0
2771,10.0
2772,-7.0
2773,-7.0
2774,10.0
2775,10.0
2776,-1.0
2777,10.0
2778,-5.0
2779,10.0
2780,10.0
2781,10.0
2782,-11.0
2783,10.0
2784,10.0
2785,10.0
2786,2.5
2787,10.0
2788,1.0
2789,-1.0
2790,10.0
2791,-5.0
2792,-1.0
2793,10.0
2794,-3.0
2795,1.6666666666666667
2796,-5.0
2797,2.5
2798,1.0
2799,3.0
2800,6.666666666666665
2801,10.0
2802,-5.0
2803,10.0
2804,-1.0
2805,10.0
2806,10.0
2807,10.0
2808,10.0
2809,10.0
2810,1.6666666666666667
2811,3.333333333333333
2812,0.0
2813,10.0
2814,10.0
2815,2.5
2816,10.0
2817,0.0
2818,8.0
2819,10.0
2820,1.0
2821,2.0
2822,-7.0
2823,5.0
2824,10.0
2825,6.666666666666667
2826,10.0
2827,5.0
2828,-10.0
2829,10.0
2830,10.0
2831,10.0
2832,6.666666666666667
2833,10.0
2834,6.666666666666667
2835,0.0
2836,6.0
2837,-5.0
2838,6.0
2839,5.0
2840,6.666666666666667
2841,1.0
2842,2.5
2843,10.0
2844,10.0
2845,-5.0
2846,10.0
2847,5.0
2848,3.0
2849,0.0
2850,0.0
2851,10.0
2852,5.0
2853,10.0
2854,-1.0
2855,-5.0
2856,-1.6666666666666667
2857,5.0
2858,-2.5
2859,-5.0
2860,-5.0
2861,10.0
2862,10.0
2863,-3.0
2864,10.0
2865,1.0
2866,1.0
2867,-5.0
2868,5.0
2869,-5.0
2870,10.0
2871,-5.0
2872,10.0
2873,0.0
2874,8.0
2875,0.0
2876,1.0
2877,10.0
2878,10.0
2879,5.0
2880,6.666666666666667
2881,10.0
2882,10.0
2883,10.0
2884,10.0
2885,10.0
2886,10.0
2887,10.0
2888,-10.0
2889,-5.0
2890,-7.5
2891,-1.0
2892,10.0
2893,10.0
2894,6.666666666666667
2895,10.0
2896,10.0
2897,0.0
2898,0.0
2899,-2.5
2900,-8.333333333333334
2901,-10.0
2902,7.5
2903,6.666666666666667
2904,10.0
2905,10.0
2906,0.0
2907,7.5
2908,-5.0
2909,5.0
2910,-5.0
2911,0.0
2912,-5.0
2913,-4.440892098500626e-16
2914,10.0
2915,1.0
2916,10.0
2917,5.0
2918,-3.0
2919,10.0
2920,5.0
2921,10.0
2922,0.0
2923,1.0
2924,7.5
2925,10.0
2926,3.333333333333333
2927,10.0
2928,-5.0
2929,0.0
2930,-7.0
2931,10.0
2932,1.0
2933,10.0
2934,10.0
2935,3.333333333333333
2936,10.0
2937,10.0
2938,5.0
2939,5.0
2940,0.0
2941,-9.0
2942,10.0
2943,-5.0
2944,10.0
2945,10.0
2946,-5.0
2947,-3.0
2948,7.5
2949,0.0
2950,3.333333333333333
2951,-1.0
2952,10.0
2953,-10.0
2954,10.0
2955,-3.0
2956,10.0
2957,3.333333333333333
2958,0.0
2959,-3.0
2960,3.0
2961,7.5
2962,-3.0
2963,1.6666666666666667
2964,5.0
2965,-3.0
2966,-5.0
2967,10.0
2968,-1.6666666666666667
2969,-5.0
2970,-1.0
2971,10.0
2972,-1.6666666666666667
2973,10.0
2974,0.0
2975,1.6666666666666667
2976,10.0
2977,0.0
2978,10.0
2979,6.0
2980,6.666666666666667
2981,10.0
2982,5.0
2983,10.0
2984,10.0
2985,-7.0
2986,10.0
2987,0.0
2988,-5.0
2989,6.666666666666667
2990,-3.0
2991,-2.5
2992,1.6666666666666667
2993,0.0
2994,10.0
2995,0.0
2996,0.0
2997,-5.0
2998,10.0
2999,10.0
3000,4.0
3001,-5.0
3002,10.0
3003,-4.440892098500626e-16
3004,-5.0
3005,0.0
3006,7.5
3007,5.0
3008,10.0
3009,5.0
3010,10.0
3011,-7.0
3012,10.0
3013,-2.5
3014,10.0
3015,-4.440892098500626e-16
3016,5.0
3017,-3.0
3018,6.666666666666665
3019,-10.0
3020,10.0
3021,10.0
3022,10.0
3023,10.0
3024,-5.0
3025,10.0
3026,-7.5
3027,10.0
3028,0.0
3029,-1.6666666666666667
3030,10.0
3031,-1.0
3032,10.0
3033,10.0
3034,5.0
3035,-7.0
3036,5.0
3037,-5.0
3038,1.0
3039,5.0
3040,1.6666666666666667
3041,0.0
3042,7.5
3043,-5.0
3044,-5.0
3045,-1.0
3046,-2.5
3047,5.0
3048,-1.0
3049,-7.0
3050,-2.5
3051,-3.0
3052,10.0
3053,10.0
3054,10.0
3055,1.0
3056,1.6666666666666667
3057,-7.0
3058,-5.0
3059,-7.0
3060,-1.6666666666666667
3061,10.0
3062,10.0
3063,7.5
3064,-2.5
3065,6.666666666666667
3066,0.0
3067,-5.0
3068,10.0
3069,-7.0
3070,-5.0
3071,0.0
3072,3.0
3073,6.666666666666665
3074,-1.6666666666666667
3075,10.0
3076,-5.0
3077,3.0
3078,-5.0
3079,1.6666666666666667
3080,0.0
3081,-5.0
3082,10.0
3083,-1.6666666666666667
3084,10.0
3085,10.0
3086,-1.3322676295501878e-15
3087,-1.0
3088,0.0
3089,0.0
3090,10.0
3091,6.666666666666667
3092,10.0
3093,-1.0
3094,-1.0
3095,-5.0
3096,10.0
3097,-2.5
3098,-7.5
3099,10.0
3100,1.6666666666666667
3101,-1.0
3102,10.0
3103,-1.6666666666666667
3104,-3.0
3105,3.333333333333333
3106,10.0
3107,10.0
3108,-1.6666666666666667
3109,-5.0
3110,10.0
3111,0.0
3112,-5.0
3113,-5.0
3114,10.0
3115,0.0
3116,5.0
3117,10.0
3118,0.0
3119,10.0
3120,7.5
3121,-1.6666666666666667
3122,10.0
3123,10.0
3124,-5.0
3125,6.666666666666667
3126,0.0
3127,3.0
3128,5.0
3129,10.0
3130,-5.0
3131,-1.6666666666666667
3132,10.0
3133,10.0
3134,10.0
3135,0.0
3136,0.0
3137,10.0
3138,10.0
3139,-5.0
3140,4.0
3141,10.0
3142,5.0
3143,10.0
3144,10.0
3145,10.0
3146,-1.0
3147,10.0
3148,6.0
3149,10.0
3150,0.0
3151,1.6666666666666667
3152,5.0
3153,-1.6666666666666667
3154,-7.0
3155,6.666666666666667
3156,10.0
3157,10.0
3158,-2.5
3159,10.0
3160,10.0
3161,-7.5
3162,-1.0
3163,10.0
3164,10.0
3165,0.0
3166,2.0
3167,-5.0
3168,1.0
3169,10.0
3170,10.0
3171,0.0
3172,1.6666666666666667
3173,10.0
3174,-5.0
3175,0.0
3176,-1.0
3177,0.0
3178,1.0
3179,10.0
3180,3.333333333333333
3181,10.0
3182,10.0
3183,0.0
3184,-5.0
3185,10.0
3186,2.5
3187,-10.0
3188,10.0
3189,-5.0
3190,10.0
3191,10.0
3192,10.0
3193,10.0
3194,-3.0
3195,10.0
3196,0.0
3197,10.0
3198,3.0
3199,10.0
3200,10.0
3201,-3.0
3202,10.0
3203,10.0
3204,7.5
3205,-5.0
3206,-5.0
3207,-7.5
3208,-1.6666666666666667
3209,10.0
3210,5.0
3211,-7.0
3212,-5.0
3213,-1.0
3214,0.0
3215,3.0
3216,-3.0
3217,10.0
3218,-1.6666666666666667
3219,10.0
3220,-5.0
3221,10.0
3222,10.0
3223,10.0
3224,0.0
3225,8.0
3226,2.5
3227,5.0
3228,3.333333333333333
3229,0.0
3230,10.0
3231,10.0
3232,3.333333333333333
3233,10.0
3234,10.0
3235,0.0
3236,2.5
3237,10.0
3238,0.0
3239,6.666666666666665
3240,0.0
3241,-5.0
3242,1.0
3243,3.333333333333333
3244,-1.6666666666666667
3245,-7.0
3246,3.333333333333333
3247,0.0
3248,1.6666666666666667
3249,-3.333333333333335
3250,10.0
3251,-2.5
3252,6.666666666666667
3253,10.0
3254,5.0
3255,5.0
3256,10.0
3257,-1.0
3258,10.0
3259,-3.0
3260,10.0
3261,10.0
3262,-3.0
3263,4.0
3264,10.0
3265,10.0
3266,-1.0
3267,1.0
3268,10.0
3269,10.0
3270,6.666666666666667
3271,5.0
3272,10.0
3273,5.0
3274,-3.0
3275,10.0
3276,-5.0
3277,1.0
3278,10.0
3279,2.5
3280,3.0
3281,-2.5
3282,-5.0
3283,-2.5
3284,10.0
3285,10.0
3286,5.0
3287,-1.6666666666666667
3288,0.0
3289,-5.0
3290,-7.0
3291,-1.6666666666666667
3292,10.0
3293,3.333333333333333
3294,10.0
3295,10.0
3296,2.5
3297,10.0
3298,0.0
3299,-1.6666666666666667
3300,5.0
3301,10.0
3302,-2.5
3303,10.0
3304,10.0
3305,-1.6666666666666667
3306,10.0
3307,0.0
3308,1.0
3309,1.0
3310,2.5
3311,-5.0
3312,1.0
3313,10.0
3314,6.666666666666667
3315,10.0
3316,-1.6666666666666667
3317,3.0
3318,6.0
3319,10.0
3320,5.0
3321,10.0
3322,-4.440892098500626e-16
3323,-1.0
3324,-5.0
3325,5.0
3326,4.0
3327,-1.0
3328,10.0
3329,-1.6666666666666667
3330,10.0
3331,-1.0
3332,10.0
3333,10.0
3334,0.0
3335,0.0
3336,1.6666666666666667
3337,10.0
3338,-11.0
3339,10.0
3340,10.0
3341,1.6666666666666667
3342,-1.0
3343,0.0
3344,1.0
3345,-2.5
3346,5.0
3347,10.0
3348,-5.0
3349,0.0
3350,10.0
3351,5.0
3352,5.0
3353,1.6666666666666667
3354,10.0
3355,10.0
3356,10.0
3357,10.0
3358,1.0
3359,10.0
3360,2.5
3361,6.666666666666667
3362,-1.6666666666666667
3363,10.0
3364,0.0
3365,10.0
3366,5.0
3367,-1.0
3368,10.0
3369,-1.6666666666666667
3370,-5.0
3371,-5.0
3372,10.0
3373,10.0
3374,10.0
3375,10.0
3376,2.5
3377,10.0
3378,6.666666666666667
3379,2.5
3380,-5.0
3381,-3.0
3382,0.0
3383,5.0
3384,-1.6666666666666667
3385,-5.0
3386,-2.5
3387,-5.0
3388,-5.0
3389,10.0
3390,-5.0
3391,10.0
3392,-5.0
3393,1.0
3394,8.0
3395,2.5
3396,10.0
3397,10.0
3398,-3.0
3399,-7.5
3400,0.0
3401,-7.5
3402,10.0
3403,1.6666666666666667
3404,-1.0
3405,-5.0
3406,-2.5
3407,5.0
3408,10.0
3409,5.0
3410,0.0
3411,-1.0
3412,5.0
3413,10.0
3414,0.0
3415,10.0
3416,10.0
3417,3.0
3418,10.0
3419,0.0
3420,-3.0
3421,10.0
3422,-6.666666666666668
3423,10.0
3424,-1.0
3425,3.0
3426,-1.6666666666666667
3427,10.0
3428,3.0
3429,-3.0
3430,10.0
3431,-2.5
3432,10.0
3433,0.0
3434,-3.0
3435,1.6666666666666667
3436,0.0
3437,-3.0
3438,10.0
3439,1.0
3440,10.0
3441,10.0
3442,10.0
3443,-3.0
3444,0.0
3445,10.0
3446,0.0
3447,10.0
3448,0.0
3449,10.0
3450,5.0
3451,1.0
3452,7.5
3453,-3.0
3454,10.0
3455,-3.0
3456,1.6666666666666667
3457,0.0
3458,0.0
3459,10.0
3460,5.0
3461,3.0
3462,6.666666666666667
3463,-10.0
3464,10.0
3465,10.0
3466,2.5
3467,10.0
3468,5.0
3469,-1.0
3470,-9.0
3471,0.0
3472,0.0
3473,1.6666666666666667
3474,0.0
3475,-5.0
3476,-3.0
3477,10.0
3478,10.0
3479,-1.6666666666666667
3480,-5.0
3481,-7.5
3482,6.666666666666667
3483,10.0
3484,-5.0
3485,10.0
3486,10.0
3487,6.666666666666667
3488,10.0
3489,10.0
3490,10.0
3491,-1.6666666666666667
3492,6.666666666666665
3493,3.333333333333333
3494,10.0
3495,10.0
3496,7.5
3497,10.0
3498,10.0
3499,-5.0
3500,10.0
3501,2.5
3502,8.0
3503,5.0
3504,-5.0
3505,0.0
3506,10.0
3507,-7.0
